"Working Age Population","Labor Force","Employed","Unemployed","Massachusetts Unemployment Rate","Massachusetts Laborforce Participation Rate","National Unemployment Rate","National Laborforce Participation Rate"
"5791214","3782680","3667434","115246","3.0","65.3","4.0","62.5"
